ts,swod_held_groups,swod_hold_cnt,swod_skip_check_cnt,swod_skip_cnt,swod_success_release_cnt,swod_timeout_release_cnt,swod_pressure_release_cnt,swod_gc_pick_bg_cnt,swod_gc_pick_fg_cnt,swod_gc_fallback_cnt,gc_background_calls,moved_blocks_background,moved_blocks_foreground,avg_vblocks,dirty_segments,free_segments,ovp_segments,gc_urgent,gc_idle
2026-04-08 04:55:14,1,124878,52415,6930,4933,46149,73794,345,0,16,368,5474,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:15,0,124878,52567,6930,4933,46151,73794,345,0,17,370,5476,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:16,0,124880,52727,6930,4933,46151,73794,347,0,17,372,5563,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:17,1,124881,52879,6930,4933,46153,73794,347,0,18,374,5565,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:18,0,124881,53039,6930,4933,46154,73794,347,0,20,377,5568,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:19,1,124884,53191,6930,4933,46156,73794,347,0,21,379,5570,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:20,0,124885,53351,6930,4933,46157,73794,347,0,23,381,5572,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:21,0,124885,53503,6930,4933,46158,73794,347,0,23,383,5574,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:22,0,124885,53655,6930,4933,46158,73794,347,0,23,385,5576,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:23,1,124886,53815,6930,4933,46158,73794,347,0,23,387,5578,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:25,0,124886,53967,6930,4933,46159,73794,347,0,25,389,5580,0,161,30882,1780763,3833,4,4
2026-04-08 04:55:26,1,124888,54127,6930,4933,46159,73794,347,0,26,391,5582,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:27,0,124889,54279,6930,4933,46162,73794,347,0,28,394,5585,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:28,0,124889,54439,6930,4933,46162,73794,347,0,28,396,5587,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:29,0,124891,54591,6930,4933,46164,73794,347,0,29,398,5589,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:30,0,124892,54751,6930,4933,46165,73794,347,0,29,400,5591,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:31,0,124892,54903,6930,4933,46165,73794,347,0,29,402,5593,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:32,0,124892,55063,6930,4933,46165,73794,347,0,29,404,5595,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:33,0,124893,55215,6930,4933,46166,73794,347,0,29,406,5597,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:34,0,124893,55375,6930,4933,46166,73794,347,0,29,408,5599,0,161,30823,1780761,3833,4,4
2026-04-08 04:55:35,0,124894,55527,6930,4933,46167,73794,347,0,29,411,5602,0,161,30803,1780761,3833,4,4
2026-04-08 04:55:37,0,124894,55687,6930,4933,46167,73794,347,0,29,413,5604,0,161,30803,1780761,3833,4,4
2026-04-08 04:55:38,0,124894,55839,6930,4933,46167,73794,347,0,29,415,5606,0,161,30803,1780761,3833,4,4
2026-04-08 04:55:39,0,124894,55999,6930,4933,46167,73794,347,0,29,417,5608,0,161,30803,1780761,3833,4,4
2026-04-08 04:55:40,0,124894,56151,6930,4933,46167,73794,347,0,29,419,5610,0,161,30803,1780761,3833,4,4
2026-04-08 04:55:41,0,124894,56311,6930,4933,46167,73794,347,0,29,421,5612,0,161,30793,1780761,3833,4,4
2026-04-08 04:55:42,0,124894,56463,6930,4933,46167,73794,347,0,29,423,5614,0,161,30793,1780761,3833,4,4
2026-04-08 04:55:43,0,124894,56623,6930,4933,46167,73794,347,0,29,426,5617,0,161,30793,1780761,3833,4,4
2026-04-08 04:55:44,0,124894,56775,6930,4933,46167,73794,347,0,29,428,5619,0,161,30793,1780761,3833,4,4
2026-04-08 04:55:45,0,124896,56927,6930,4933,46167,73794,348,0,29,430,5643,0,161,30793,1780761,3833,4,4
2026-04-08 04:55:46,0,124896,57087,6930,4933,46169,73794,349,0,29,432,5672,0,161,30784,1780761,3833,4,4
2026-04-08 04:55:47,3,124928,57256,6939,4962,46169,73794,349,0,29,434,5674,0,161,30780,1780891,3833,4,4
2026-04-08 04:55:49,1,124929,57425,6956,4962,46172,73794,351,0,29,436,5732,0,161,30780,1780891,3833,4,4
2026-04-08 04:55:50,0,124929,57585,6956,4962,46172,73794,351,0,31,438,5734,0,161,30780,1780891,3833,4,4
2026-04-08 04:55:51,0,124929,57737,6956,4962,46173,73794,351,0,31,440,5736,0,161,30780,1780891,3833,4,4
2026-04-08 04:55:52,0,124929,57889,6956,4962,46173,73794,351,0,31,443,5739,0,161,30773,1780891,3833,4,4
2026-04-08 04:55:53,0,124929,58049,6956,4962,46173,73794,351,0,31,445,5741,0,161,30773,1780891,3833,4,4
2026-04-08 04:55:54,0,124929,58201,6956,4962,46173,73794,351,0,31,447,5743,0,161,30773,1780891,3833,4,4
2026-04-08 04:55:55,0,124929,58361,6956,4962,46173,73794,351,0,31,449,5745,0,161,30773,1780891,3833,4,4
2026-04-08 04:55:56,0,124929,58513,6956,4962,46173,73794,351,0,31,451,5747,0,161,30773,1780891,3833,4,4
2026-04-08 04:55:57,0,124929,58673,6956,4962,46173,73794,351,0,31,453,5749,0,161,30763,1780891,3833,4,4
2026-04-08 04:55:58,0,124929,58825,6956,4962,46173,73794,351,0,31,455,5751,0,161,30763,1780891,3833,4,4
2026-04-08 04:55:59,0,124929,58985,6956,4962,46173,73794,351,0,31,457,5753,0,161,30763,1780891,3833,4,4
2026-04-08 04:56:01,0,124929,59137,6956,4962,46173,73794,351,0,31,460,5756,0,161,30763,1780891,3833,4,4
2026-04-08 04:56:02,0,124929,59297,6956,4962,46173,73794,351,0,31,462,5758,0,161,30753,1780891,3833,4,4
2026-04-08 04:56:03,0,124929,59449,6956,4962,46173,73794,351,0,31,464,5760,0,161,30753,1780891,3833,4,4
2026-04-08 04:56:04,0,124929,59609,6956,4962,46173,73794,351,0,31,466,5762,0,161,30753,1780891,3833,4,4
2026-04-08 04:56:05,0,124929,59761,6956,4962,46173,73794,351,0,31,468,5764,0,161,30753,1780891,3833,4,4
2026-04-08 04:56:06,0,124929,59921,6956,4962,46173,73794,351,0,31,470,5766,0,161,30753,1780891,3833,4,4
2026-04-08 04:56:07,0,124929,60073,6956,4962,46173,73794,351,0,31,472,5768,0,161,30743,1780891,3833,4,4
2026-04-08 04:56:08,0,124929,60225,6956,4962,46173,73794,351,0,31,474,5770,0,161,30743,1780891,3833,4,4
2026-04-08 04:56:09,0,124929,60385,6956,4962,46173,73794,351,0,31,477,5773,0,161,30743,1780891,3833,4,4
2026-04-08 04:56:10,0,124929,60537,6956,4962,46173,73794,351,0,31,479,5775,0,161,30743,1780891,3833,4,4
2026-04-08 04:56:11,0,124929,60697,6956,4962,46173,73794,351,0,31,481,5777,0,161,30743,1780891,3833,4,4
2026-04-08 04:56:13,0,124929,60849,6956,4962,46173,73794,351,0,31,483,5779,0,161,30733,1780891,3833,4,4
2026-04-08 04:56:14,0,124929,61009,6956,4962,46173,73794,351,0,31,485,5781,0,161,30733,1780891,3833,4,4
2026-04-08 04:56:15,0,124929,61161,6956,4962,46173,73794,351,0,31,487,5783,0,161,30733,1780891,3833,4,4
2026-04-08 04:56:16,0,124929,61321,6956,4962,46173,73794,351,0,31,489,5785,0,161,30733,1780891,3833,4,4
2026-04-08 04:56:17,0,124929,61473,6956,4962,46173,73794,351,0,31,492,5788,0,161,30723,1780891,3833,4,4
2026-04-08 04:56:18,0,124929,61633,6956,4962,46173,73794,351,0,31,494,5790,0,161,30723,1780891,3833,4,4
2026-04-08 04:56:19,0,124929,61785,6956,4962,46173,73794,351,0,31,496,5792,0,161,30723,1780891,3833,4,4
2026-04-08 04:56:20,0,124929,61945,6956,4962,46173,73794,351,0,31,498,5794,0,161,30723,1780891,3833,4,4
2026-04-08 04:56:21,0,124929,62097,6956,4962,46173,73794,351,0,31,500,5796,0,161,30723,1780891,3833,4,4
2026-04-08 04:56:22,0,124929,62257,6956,4962,46173,73794,351,0,31,502,5798,0,161,30713,1780891,3833,4,4
2026-04-08 04:56:23,0,124929,62409,6956,4962,46173,73794,351,0,31,504,5800,0,161,30713,1780891,3833,4,4
2026-04-08 04:56:25,0,124929,62561,6956,4962,46173,73794,351,0,31,506,5802,0,161,30713,1780891,3833,4,4
2026-04-08 04:56:26,0,124929,62721,6956,4962,46173,73794,351,0,31,509,5805,0,161,30713,1780891,3833,4,4
2026-04-08 04:56:27,0,124929,62873,6956,4962,46173,73794,351,0,31,511,5807,0,161,30713,1780891,3833,4,4
2026-04-08 04:56:28,0,124929,63033,6956,4962,46173,73794,351,0,31,513,5809,0,162,30703,1780891,3833,4,4
2026-04-08 04:56:29,0,124929,63185,6956,4962,46173,73794,351,0,31,515,5811,0,162,30703,1780891,3833,4,4
2026-04-08 04:56:30,0,124929,63345,6956,4962,46173,73794,351,0,31,517,5813,0,162,30703,1780891,3833,4,4
2026-04-08 04:56:31,0,124929,63497,6956,4962,46173,73794,351,0,31,519,5815,0,162,30703,1780891,3833,4,4
2026-04-08 04:56:32,0,124929,63657,6956,4962,46173,73794,351,0,31,521,5817,0,162,30703,1780891,3833,4,4
2026-04-08 04:56:33,0,124929,63809,6956,4962,46173,73794,351,0,31,523,5819,0,162,30693,1780891,3833,4,4
2026-04-08 04:56:34,0,124929,63969,6956,4962,46173,73794,351,0,31,526,5822,0,162,30693,1780891,3833,4,4
2026-04-08 04:56:35,0,124929,64121,6956,4962,46173,73794,351,0,31,528,5824,0,162,30693,1780891,3833,4,4
2026-04-08 04:56:37,0,124929,64273,6956,4962,46173,73794,351,0,31,530,5826,0,162,30693,1780891,3833,4,4
2026-04-08 04:56:38,0,124929,64433,6956,4962,46173,73794,351,0,31,532,5828,0,162,30683,1780891,3833,4,4
2026-04-08 04:56:39,0,124929,64593,6956,4962,46173,73794,351,0,31,534,5830,0,162,30683,1780891,3833,4,4
2026-04-08 04:56:40,0,124929,64745,6956,4962,46173,73794,351,0,31,536,5832,0,162,30683,1780891,3833,4,4
2026-04-08 04:56:41,0,124929,64897,6956,4962,46173,73794,351,0,31,538,5834,0,162,30683,1780891,3833,4,4
2026-04-08 04:56:42,0,124929,65057,6956,4962,46173,73794,351,0,31,541,5837,0,162,30683,1780891,3833,4,4
2026-04-08 04:56:43,0,124929,65209,6956,4962,46173,73794,351,0,31,543,5839,0,162,30673,1780891,3833,4,4
2026-04-08 04:56:44,0,124929,65369,6956,4962,46173,73794,351,0,31,545,5841,0,162,30673,1780891,3833,4,4
2026-04-08 04:56:45,0,124929,65521,6956,4962,46173,73794,351,0,31,547,5843,0,162,30673,1780891,3833,4,4
2026-04-08 04:56:46,0,124929,65681,6956,4962,46173,73794,351,0,31,549,5845,0,162,30673,1780891,3833,4,4
2026-04-08 04:56:47,1,124932,65843,6958,4964,46173,73794,351,0,31,551,5847,0,162,30670,1781001,3833,4,4
2026-04-08 04:56:49,0,124932,65997,6960,4964,46173,73794,352,0,32,553,5881,0,162,30660,1781001,3833,4,4
2026-04-08 04:56:50,0,124932,66157,6960,4964,46174,73794,352,0,32,555,5883,0,162,30660,1781001,3833,4,4
2026-04-08 04:56:51,0,124932,66309,6960,4964,46174,73794,352,0,32,558,5886,0,162,30660,1781001,3833,4,4
2026-04-08 04:56:52,0,124932,66469,6960,4964,46174,73794,352,0,32,560,5888,0,162,30660,1781001,3833,4,4
2026-04-08 04:56:53,0,124932,66621,6960,4964,46174,73794,352,0,32,562,5890,0,162,30660,1781001,3833,4,4
2026-04-08 04:56:54,0,124932,66781,6960,4964,46174,73794,352,0,32,564,5892,0,162,30650,1781001,3833,4,4
2026-04-08 04:56:55,0,124932,66933,6960,4964,46174,73794,352,0,32,566,5894,0,162,30650,1781001,3833,4,4
2026-04-08 04:56:56,0,124932,67093,6960,4964,46174,73794,352,0,32,568,5896,0,162,30650,1781001,3833,4,4
2026-04-08 04:56:57,0,124932,67245,6960,4964,46174,73794,352,0,32,570,5898,0,162,30650,1781001,3833,4,4
2026-04-08 04:56:58,0,124932,67405,6960,4964,46174,73794,352,0,32,572,5900,0,162,30640,1781001,3833,4,4
2026-04-08 04:56:59,0,124932,67557,6960,4964,46174,73794,352,0,32,575,5903,0,162,30640,1781001,3833,4,4
2026-04-08 04:57:01,0,124932,67717,6960,4964,46174,73794,352,0,32,577,5905,0,162,30640,1781001,3833,4,4
2026-04-08 04:57:02,0,124932,67869,6960,4964,46174,73794,352,0,32,579,5907,0,162,30640,1781001,3833,4,4
2026-04-08 04:57:03,0,124932,68029,6960,4964,46174,73794,352,0,32,581,5909,0,162,30640,1781001,3833,4,4
2026-04-08 04:57:04,0,124932,68181,6960,4964,46174,73794,352,0,32,583,5911,0,162,30630,1781001,3833,4,4
2026-04-08 04:57:05,0,124932,68341,6960,4964,46174,73794,352,0,32,585,5913,0,162,30630,1781001,3833,4,4
2026-04-08 04:57:06,0,124932,68493,6960,4964,46174,73794,352,0,32,587,5915,0,162,30630,1781001,3833,4,4
2026-04-08 04:57:07,0,124932,68653,6960,4964,46174,73794,352,0,32,590,5921,0,162,30630,1781001,3833,4,4
2026-04-08 04:57:08,0,124932,68805,6960,4964,46174,73794,352,0,32,592,5925,0,162,30630,1781001,3833,4,4
2026-04-08 04:57:09,0,124932,68957,6960,4964,46174,73794,352,0,32,594,5929,0,162,30620,1781001,3833,4,4
2026-04-08 04:57:10,0,124932,69117,6960,4964,46174,73794,352,0,32,596,5933,0,162,30620,1781001,3833,4,4
2026-04-08 04:57:11,0,124932,69269,6960,4964,46174,73794,352,0,32,598,5937,0,162,30620,1781001,3833,4,4
2026-04-08 04:57:13,0,124932,69429,6960,4964,46174,73794,352,0,32,600,5941,0,162,30620,1781001,3833,4,4
2026-04-08 04:57:14,0,124932,69581,6960,4964,46174,73794,352,0,32,602,5945,0,162,30620,1781001,3833,4,4
2026-04-08 04:57:15,0,124932,69741,6960,4964,46174,73794,352,0,32,604,5949,0,162,30610,1781001,3833,4,4
2026-04-08 04:57:16,0,124932,69893,6960,4964,46174,73794,352,0,32,607,5955,0,162,30610,1781001,3833,4,4
2026-04-08 04:57:17,0,124932,70053,6960,4964,46174,73794,352,0,32,609,5959,0,162,30610,1781001,3833,4,4
2026-04-08 04:57:18,0,124932,70205,6960,4964,46174,73794,352,0,32,611,5963,0,162,30610,1781001,3833,4,4
2026-04-08 04:57:19,0,124932,70365,6960,4964,46174,73794,352,0,32,613,5967,0,162,30600,1781001,3833,4,4
2026-04-08 04:57:20,0,124932,70517,6960,4964,46174,73794,352,0,32,615,5971,0,162,30600,1781001,3833,4,4
2026-04-08 04:57:21,0,124932,70677,6960,4964,46174,73794,352,0,32,617,5975,0,162,30600,1781001,3833,4,4
2026-04-08 04:57:22,0,124932,70829,6960,4964,46174,73794,352,0,32,619,5979,0,162,30600,1781001,3833,4,4
2026-04-08 04:57:23,0,124932,70989,6960,4964,46174,73794,352,0,32,621,5983,0,162,30600,1781001,3833,4,4
2026-04-08 04:57:25,0,124932,71141,6960,4964,46174,73794,352,0,32,624,5989,0,162,30590,1781001,3833,4,4
2026-04-08 04:57:26,0,124932,71301,6960,4964,46174,73794,352,0,32,626,5993,0,162,30590,1781001,3833,4,4
2026-04-08 04:57:27,0,124932,71453,6960,4964,46174,73794,352,0,32,628,5997,0,162,30590,1781001,3833,4,4
2026-04-08 04:57:28,0,124932,71613,6960,4964,46174,73794,352,0,32,630,6001,0,162,30590,1781001,3833,4,4
2026-04-08 04:57:29,0,124932,71765,6960,4964,46174,73794,352,0,32,632,6005,0,162,30590,1781001,3833,4,4
2026-04-08 04:57:30,0,124932,71925,6960,4964,46174,73794,352,0,32,634,6009,0,162,30580,1781001,3833,4,4
2026-04-08 04:57:31,0,124932,72077,6960,4964,46174,73794,352,0,32,636,6013,0,162,30580,1781001,3833,4,4
2026-04-08 04:57:32,0,124932,72237,6960,4964,46174,73794,352,0,32,639,6019,0,162,30580,1781001,3833,4,4
2026-04-08 04:57:33,0,124932,72389,6960,4964,46174,73794,352,0,32,641,6023,0,162,30580,1781001,3833,4,4
2026-04-08 04:57:34,0,124932,72541,6960,4964,46174,73794,352,0,32,643,6027,0,162,30570,1781001,3833,4,4
2026-04-08 04:57:35,0,124932,72701,6960,4964,46174,73794,352,0,32,645,6031,0,162,30570,1781001,3833,4,4
2026-04-08 04:57:37,0,124932,72853,6960,4964,46174,73794,352,0,32,647,6035,0,162,30570,1781001,3833,4,4
2026-04-08 04:57:38,0,124932,73013,6960,4964,46174,73794,352,0,32,649,6039,0,162,30570,1781001,3833,4,4
2026-04-08 04:57:39,0,124932,73165,6960,4964,46174,73794,352,0,32,651,6043,0,162,30570,1781001,3833,4,4
2026-04-08 04:57:40,0,124932,73325,6960,4964,46174,73794,352,0,32,653,6047,0,162,30560,1781001,3833,4,4
2026-04-08 04:57:41,0,124932,73477,6960,4964,46174,73794,352,0,32,656,6053,0,162,30560,1781001,3833,4,4
2026-04-08 04:57:42,0,124932,73637,6960,4964,46174,73794,352,0,32,658,6057,0,162,30560,1781001,3833,4,4
2026-04-08 04:57:43,0,124932,73789,6960,4964,46174,73794,352,0,32,660,6061,0,162,30560,1781001,3833,4,4
2026-04-08 04:57:44,0,124932,73949,6960,4964,46174,73794,352,0,32,662,6065,0,162,30560,1781001,3833,4,4
2026-04-08 04:57:45,0,124932,74101,6960,4964,46174,73794,352,0,32,664,6069,0,162,30550,1781000,3833,4,4
2026-04-08 04:57:46,0,124932,74261,6960,4964,46174,73794,352,0,32,666,6073,0,162,30550,1781000,3833,4,4
2026-04-08 04:57:47,0,124932,74413,6960,4964,46174,73794,352,0,32,668,6077,0,162,30550,1781000,3833,4,4
2026-04-08 04:57:49,0,124933,74573,6960,4965,46174,73794,352,0,32,670,6081,0,162,30549,1781121,3833,4,4
2026-04-08 04:57:50,0,124933,74725,6960,4965,46174,73794,352,0,32,673,6087,0,162,30539,1781121,3833,4,4
2026-04-08 04:57:51,0,124933,74885,6960,4965,46174,73794,352,0,32,675,6091,0,162,30539,1781121,3833,4,4
2026-04-08 04:57:52,0,124933,75037,6960,4965,46174,73794,352,0,32,677,6095,0,162,30539,1781121,3833,4,4
2026-04-08 04:57:53,0,124933,75197,6960,4965,46174,73794,352,0,32,679,6099,0,162,30539,1781121,3833,4,4
2026-04-08 04:57:54,0,124933,75349,6960,4965,46174,73794,352,0,32,681,6103,0,162,30539,1781121,3833,4,4
2026-04-08 04:57:55,0,124933,75509,6960,4965,46174,73794,352,0,32,683,6107,0,162,30529,1781121,3833,4,4
2026-04-08 04:57:56,0,124933,75661,6960,4965,46174,73794,352,0,32,685,6111,0,162,30529,1781121,3833,4,4
2026-04-08 04:57:57,0,124933,75821,6960,4965,46174,73794,352,0,32,688,6117,0,162,30529,1781121,3833,4,4
2026-04-08 04:57:58,0,124933,75973,6960,4965,46174,73794,352,0,32,690,6121,0,162,30529,1781121,3833,4,4
2026-04-08 04:57:59,0,124933,76125,6960,4965,46174,73794,352,0,32,692,6125,0,162,30529,1781121,3833,4,4
2026-04-08 04:58:01,0,124933,76285,6960,4965,46174,73794,352,0,32,694,6129,0,163,30519,1781121,3833,4,4
2026-04-08 04:58:02,0,124933,76437,6960,4965,46174,73794,352,0,32,696,6133,0,163,30519,1781121,3833,4,4
2026-04-08 04:58:03,0,124933,76597,6960,4965,46174,73794,352,0,32,698,6137,0,163,30519,1781121,3833,4,4
2026-04-08 04:58:04,0,124933,76749,6960,4965,46174,73794,352,0,32,700,6141,0,163,30519,1781121,3833,4,4
2026-04-08 04:58:05,0,124933,76909,6960,4965,46174,73794,352,0,32,702,6145,0,163,30509,1781121,3833,4,4
2026-04-08 04:58:06,0,124933,77061,6960,4965,46174,73794,352,0,32,705,6151,0,163,30509,1781121,3833,4,4
2026-04-08 04:58:07,0,124933,77221,6960,4965,46174,73794,352,0,32,707,6155,0,163,30509,1781121,3833,4,4
2026-04-08 04:58:08,0,124933,77373,6960,4965,46174,73794,352,0,32,709,6159,0,163,30509,1781121,3833,4,4
